term,ccode,section,instructor,organization,expl_lvl,q_treatment,visual,oral,help,interesting,overall,attendance,assign_helpful,printed_notes,textbook,new_material,assign_amount,hours_outside,num_responses,enrolled
1135,['MATH 237'],3,Clinton Loo,1.0,3.0,2.0,1.5,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,40,70
1169,['MATH 207'],1,Paula Smith,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,10,27
1169,['CS 348'],3,Edward Chan,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,10,32
1181,['CS 230'],1,Robert Hackman,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,109,205
1165,['CS 349'],2,Jeffrey Avery,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,24,54
1139,['CS 246'],3,Mark Prosser,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.5,2.0,2.0,3.0,2.0,3.0,49,83
1149,['MATH 229'],1,Martin Pei,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,3.0,3.0,3.0,2.0,3,17
1169,['MATH 127'],2,Paula Smith,3.0,3.0,3.0,4.0,4.0,2.5,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,51,105
1131,['MATH 135'],2,Mukto Akash,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,63,121
1171,['CS 136'],11,Gustavo Fortes Tondello,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.5,2.0,3.0,3.0,3.0,2.0,15,32
1171,"['CS 442', 'CS 642']",1,Brad Lushman,1.0,3.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.5,3.0,3.0,3.0,36,62
1141,['STAT 202'],2,Nathaniel Stevens,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,45,109
1141,['MTHEL 131'],1,David Kohler,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,88,272
1141,['MATH 135'],2,Alexander Wires,2.0,2.5,1.5,2.0,2.0,1.0,2.0,2.0,1.0,1.5,2.0,1.0,2.5,3.0,2.0,20,99
1141,['MATH 136'],6,Eric Katz,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.5,2.0,2.0,2.0,3.0,3.0,2.0,36,184
1171,['CS 348'],1,Grant Weddell,3.0,3.0,2.0,2.0,3.0,2.5,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,27,66
1181,['MATH 138'],3,Jordan Hamilton,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,126,180
1149,"['ACTSC 446', 'ACTSC 846']",1,Ruodo Wang,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,67,118
1161,"['CO 481', 'CS 467', 'PHYS 467']",1,Mike Mosca,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,28,34
1165,['CO 351'],1,Joseph Cheriyan,3.0,3.0,2.0,3.0,3.0,1.5,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,16,44
1161,['COMM 321'],1,Peter Blake,1.0,3.0,1.0,2.0,1.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,10,31
1169,"['CM 763', 'STAT 441', 'STAT 841']",1,Matthias Schonlau,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,62,79
1175,"['CS 456', 'CS 656']",1,Martin Karsten,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,42,85
1161,['CS 860'],1,Eric Blais,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,21,24
1171,['MATH 138'],8,Benoit Charbonneau,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.5,1.0,3.0,3.0,2.5,42,61
1169,['CS 100'],81,Dave Tompkins,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.5,3.0,3.0,2.0,117,357
1171,['MATH 138'],5,Edward Vrscay,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,3.0,3.0,2.0,42,83
1185,['CS 136'],2,Dave Tompkins,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,51,85
1165,"['ACTSC 432', 'ACTSC 832']",1,Christiane Lemieux,2.0,3.0,1.0,1.5,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,44,113
1179,['MATH 239'],3,Bruce Richter,2.0,3.0,2.0,1.5,2.0,1.0,2.0,2.0,1.0,1.5,2.0,2.0,3.0,3.0,3.0,40,103
1179,['STAT 334'],1,Diana Skrzydlo,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,3.0,3.0,2.0,23,52
1179,['MATH 124'],1,Jordan Hamilton,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,210,272
1131,['CS 846'],4,Frank Tip,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.5,3.0,3.0,3.0,12,13
1171,['ACTSC 624'],1,Adam Kolkiewicz,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.5,1.0,2.0,3.0,3.0,2.0,7,16
1155,['CS 432'],1,Ahmed Ibrahim,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,37,80
1185,['CS 245E'],1,Shai Ben-David,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,6,14
1149,['ACTSC 471'],1,Alan Douglas,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,3.0,3.0,2.0,12,14
1139,['CS 115'],2,Troy Michael Vasiga,1.0,3.0,1.0,1.0,1.0,2.0,1.5,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,154,344
1175,['CS 247'],1,Caroline Kierstead,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,72,122
1161,['CS 241'],2,Troy Michael Vasiga,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,64,93
1159,['PMATH 351'],1,Alexandru Nica,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,40,48
1151,['CS 349'],4,Michael Terry,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,33,73
1159,['CS 246'],5,Nomair Naeem,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.5,2.0,3.0,2.0,4.0,72,105
1161,['CS 246'],1,Peter Buhr,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,65,126
1155,['CS 245'],4,Collin Roberts,3.0,3.0,2.0,3.0,3.0,2.0,2.5,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,35,80
1159,['MATH 235'],3,Jonny Stephenson,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,53,102
1171,['MATH 138'],1,Jordan Hamilton,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,137,192
1149,['CS 856'],1,Raouf Boutaba,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.5,1.0,3.0,3.0,3.0,12,13
1155,['CS 245'],3,Collin Roberts,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,33,78
1161,['ACTSC 232'],1,Mirabelle Huynh,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,60,119
1135,['STAT 340'],1,Ali Ghodsi Boushehri,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,36,88
1179,['MATH 227'],1,Bev Marshman,2.0,3.0,1.5,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,58,108
1155,"['AMATH 332', 'PMATH 332']",1,David Harmsworth,1.0,3.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,21,56
1169,['STAT 202'],1,Nagham Mohammad,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,187,255
1169,['MATH 109'],2,Michelle Ashburner,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,87,139
1145,['STAT 443'],1,Reza Ramezan,1.5,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,100,166
1171,"['CS 454', 'CS 654']",1,Khuzaima Daudjee,1.5,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.5,32,63
1181,['ACTSC 623'],1,Peter Balka,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,7,14
1171,['MATH 106'],1,Yoav Len,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,51,97
1149,['STAT 330'],2,Grace Yi,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.5,2.0,3.0,3.0,2.0,38,122
1139,"['CO 463', 'CO 663']",1,Levent Tuncel,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,13,15
1179,['AMATH 342'],1,Sander Rhebergen,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,24,29
1169,['MATH 237'],3,Francine Vinette,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,44,97
1151,['CO 250'],1,Laura Sanita,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,47,110
1181,['CS 116'],2,Mike Mior,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,11,17
1149,['MATH 147'],1,Stephen New,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,46,61
1139,['MATH 104'],1,shahla Aliakbari,2.0,3.0,2.0,1.5,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,28,75
1149,['MATH 135'],2,Alan Thompson,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,156,205
1181,['MATBUS 471'],1,Peter Wood,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,3.0,3.0,2.0,29,88
1151,['CS 245'],1,Anna Lubiw,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,36,79
1139,['STAT 431'],2,Kun Liang,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,3.0,3.0,2.0,22,65
1165,"['PMATH 450', 'PMATH 650']",1,Kathryn Hare,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,10,28
1181,['STAT 316'],1,Jack Robinson,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,18,39
1179,['CS 341'],3,Bin Ma,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,42,90
1159,['STAT 230'],4,Nagham Mohammad,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,98,186
1169,['CS 136'],3,Dave Tompkins,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,58,88
1151,['MATH 127'],2,David McKinnon,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,55,89
1151,['STAT 241'],1,Illham Akhundov,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.5,3.0,3.0,2.0,26,38
1139,['AMATH 271'],1,Michael Waite,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,1.0,3.0,3.0,2.0,19,25
1165,['CS 246'],3,Brad Lushman,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,47,78
1139,['CO 456'],1,Konstantinos Georgiou,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.5,2.0,2.0,3.0,2.0,3.0,31,47
1169,['CS 105'],2,Daniel Vogel,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,35,49
1139,"['CO 485', 'CO 685']",1,David Jao,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,13,14
1181,['STAT 935'],1,Richard J Cook,1.5,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.5,16,15
1149,['MATH 114'],1,Carrie Knoll,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,128,186
1169,['MATH 137'],8,Jun Liu,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,115,155
1139,['MATH 137'],8,Mohammad Kohandel,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,34,71
1171,['CS 136'],4,Dan Holtby,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,60,90
1145,['STAT 371'],1,Hamy Fahmy,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,76,106
1145,['MATH 138'],1,Janelle Resch,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,50,116
1151,['CS 116'],4,Tian Kou,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.5,3.0,3.0,2.0,99,175
1165,['ACTSC 372'],1,Hamy Fahmy,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,78,165
1179,"['CS 458', 'CS 658']",1,Urs Hengartner,1.0,3.0,1.0,2.0,2.0,1.5,2.0,1.5,1.0,2.0,2.0,3.0,3.0,3.0,2.5,29,68
1131,"['CS 450', 'CS 650']",1,Andrew Morton,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,30,47
1159,['STAT 334'],1,Diana Skrzydlo,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,33,45
1179,['CS 105'],2,Kevin Harrigan,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.5,3.0,2.0,3.0,53,126
1169,['STAT 230'],5,Dameng Tang,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,64,89
1135,['MATH 138'],2,Robert Andre,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,37,101
1175,['STAT 230'],3,Surya Banerjee,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,3.0,3.0,2.0,93,148
1161,['STAT 935'],1,David Matthews,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,5,7
1139,['STAT 322'],1,Riley Metzger,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.5,1.0,2.0,2.0,2.5,3.0,3.0,2.0,28,35
1175,['MATH 239'],3,Alan Arroyo Guevara,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,76,134
1155,['PMATH 352'],1,Michael Rubinstein,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,12,19
1159,['CS 348'],2,Edward Chan,4.0,3.0,4.0,4.0,5.0,4.5,3.0,4.5,4.0,2.0,2.0,3.0,3.0,3.0,2.0,44,78
1161,['STAT 231'],3,Yi Shen,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,82,178
1171,['MATH 647'],81,Elcim Elgun,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.5,21,48
1181,['STAT 211'],2,Joslin Goh,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,47,110
1169,['CS 116'],1,Lanjun Wang,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,18,55
1171,"['STAT 454', 'STAT 854']",1,Changbao Wu,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,36,77
1151,['CS 241'],3,Ashif S Harji,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.5,46,78
1159,['MATH 135'],9,Shane Bauman,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,39,56
1161,"['CS 446', 'CS 646', 'ECE 452']",1,Ian Davis,3.0,3.0,2.0,3.0,3.0,2.5,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,44,80
1139,['STAT 230'],2,Changbao Wu,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,145,249
1161,['ACTSC 964'],1,Chengguo Weng,2.0,3.0,1.5,2.0,2.0,1.0,2.0,2.0,1.0,1.5,2.0,2.0,3.0,3.0,2.0,16,16
1165,['MTHEL 131'],1,Michelle Lennox,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,18,97
1155,['ACTSC 431'],2,Fangda Liu,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,38,55
1165,['STAT 230'],2,Dina Dawoud,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,79,150
1181,['CS 341'],2,Semih Salihoglu,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,30,78
1151,"['CS 485', 'CS 685']",1,Shai Ben-David,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,3.0,29,47
1159,['MATH 109'],3,Michelle Ashburner,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,85,121
1149,"['CS 486', 'CS 686']",1,Chrysanne DiMarco,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,52,91
1181,['MATBUS 470'],1,Keith Freeland,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.5,2.0,3.0,3.0,2.0,21,68
1179,['CS 234'],2,Luchen Tan,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,47,103
1131,['ACTSC 232'],1,James Adcock,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,97,143
1151,"['CO 452', 'CO 652']",1,Bertrand Guenin,1.0,3.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,8,11
1131,"['STAT 450', 'STAT 850']",1,Changbao Wu,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,83,118
1155,"['CS 452', 'CS 652']",1,William Cowan,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,15,32
1171,['CS 349'],1,Jeffrey Avery,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,33,68
1159,"['AMATH 331', 'PMATH 331']",1,Robert Andre,1.0,3.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,28,95
1141,"['CS 458', 'CS 658']",2,Urs Hengartner,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,41,68
1171,['STAT 371'],1,Hamy Fahmy,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,25,67
1159,['CS 115'],4,Ahmed Ibrahim,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,47,96
1171,['MATH 136'],4,Robert Andre,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,52,109
1159,['STAT 372'],1,Peter Balka,2.0,3.0,2.0,2.0,2.0,2.5,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,31,86
1131,['MATH 239'],1,Bertrand Guenin,2.0,3.0,2.0,2.0,2.0,2.5,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,71,93
1131,['CS 430'],1,Suzanne Safayeni,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,52,78
1179,['MATH 135'],22,Yu-Ru Liu,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,45,50
1161,['CO 372'],1,Tom Coleman,3.0,2.0,2.5,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,54,90
1169,['MATH 137'],10,Francis Poulin,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,71,100
1141,['STAT 340'],2,Riley Metzger,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,107,174
1181,['CS 116'],9,Edward Dupont,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,66,90
1179,['CO 367'],1,Henry Wolkowicz,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,11,19
1141,['MATH 135'],5,Martin Pei,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,29,90
1179,['CS 136'],1,Tim Brecht,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,57,88
1161,['MATH 207'],1,Edward Dupont,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,19,36
1131,"['CS 454', 'CS 654']",2,Khuzaima Daudjee,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,29,48
1161,['MATH 128'],3,Paula Smith,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,53,114
1185,['CS 246'],4,Victoria Sakhnini,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,52,71
1171,['PMATH 340'],1,Anton Mosunov,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,27,51
1159,['CS 245'],5,Peter van Beek,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,46,93
1145,['CS 338'],1,David Toman,3.0,3.0,2.0,2.5,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,40,122
1179,"['ACTSC 974', 'STAT 974']",1,Tony Wirjanto,2.5,3.0,1.0,2.0,2.0,1.0,1.5,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,14,23
1155,['CS 350'],2,Kevin Lanctot,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,29,69
1151,['CS 349'],3,Edith Law,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,3.0,2.0,3.0,15,41
1169,['CS 246'],6,Brad Lushman,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,27,80
1161,['CS 241'],3,Lesley Ann Istead,2.0,3.0,1.0,2.0,1.5,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,37,91
1155,['CS 490'],1,Michael Liu,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,16,48
1181,['ACTSC 468'],1,Jeffrey David Baer,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,9,16
1149,['AMATH 231'],1,Francis Poulin,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,17,28
